id,condition,timeRange,location,average
989242,snowy,night,London,16
989243,windy,evening,Sydney,23
989244,rainy,afternoon,London,10
989245,sunny,night,London,18
989246,stormy,evening,Paris,22
989247,stormy,afternoon,London,13
989248,snowy,evening,Berlin,19
989249,cloudy,afternoon,New York,26
989250,stormy,afternoon,Sydney,16
989251,stormy,night,Paris,17
989252,stormy,afternoon,London,21
989253,rainy,evening,Sydney,21
989254,sunny,morning,Tokyo,14
989255,windy,morning,Sydney,15
989256,stormy,evening,New York,23
989257,stormy,morning,Tokyo,11
989258,snowy,morning,Paris,25
989259,sunny,night,London,29
989260,snowy,evening,Sydney,29
989261,sunny,morning,Paris,11
989262,windy,night,Sydney,11
989263,sunny,afternoon,London,24
989264,snowy,night,Sydney,27
989265,stormy,evening,Tokyo,13
989266,stormy,night,New York,28
989267,rainy,morning,Tokyo,20
989268,stormy,afternoon,London,29
989269,sunny,night,New York,18
989270,cloudy,night,Paris,23
989271,windy,morning,London,29
989272,rainy,afternoon,Sydney,17
989273,sunny,morning,Sydney,25
989274,windy,night,Paris,26
989275,windy,evening,London,11
989276,windy,morning,Paris,27
989277,rainy,morning,Berlin,14
989278,windy,morning,London,11
989279,windy,morning,Paris,14
989280,windy,night,Berlin,25
989281,windy,morning,Tokyo,16
989282,snowy,night,Tokyo,13
989283,windy,evening,Berlin,21
989284,sunny,night,Tokyo,25
989285,cloudy,morning,London,24
989286,windy,evening,Paris,12
989287,stormy,afternoon,New York,27
989288,windy,morning,Sydney,19
989289,sunny,evening,Tokyo,18
989290,windy,afternoon,New York,21
989291,stormy,night,Berlin,26
989292,windy,night,London,28
989293,windy,morning,Tokyo,19
989294,cloudy,night,New York,26
989295,sunny,night,Berlin,23
989296,rainy,morning,Berlin,22
989297,snowy,evening,Tokyo,18
989298,windy,morning,Paris,13
989299,stormy,morning,Berlin,12
989300,snowy,night,Berlin,16
989301,sunny,afternoon,Tokyo,16
989302,rainy,night,Paris,13
989303,sunny,afternoon,London,26
989304,stormy,morning,Tokyo,17
989305,cloudy,evening,Sydney,11
989306,snowy,night,Tokyo,23
989307,rainy,evening,Tokyo,17
989308,sunny,evening,Paris,16
989309,cloudy,night,Tokyo,28
989310,cloudy,night,London,10
989311,snowy,evening,New York,26
989312,rainy,night,New York,20
989313,rainy,night,Berlin,18
989314,sunny,afternoon,Sydney,17
989315,stormy,night,Paris,25
989316,stormy,evening,Tokyo,27
989317,stormy,afternoon,Tokyo,11
989318,cloudy,morning,Berlin,29
989319,sunny,evening,Berlin,18
989320,windy,evening,London,18
989321,windy,night,Sydney,12
989322,rainy,morning,Tokyo,20
989323,rainy,night,Sydney,27
989324,stormy,night,London,27
989325,rainy,afternoon,New York,27
989326,cloudy,morning,Berlin,17
989327,cloudy,morning,New York,29
989328,stormy,night,Tokyo,12
989329,sunny,evening,New York,12
989330,rainy,evening,Paris,22
989331,sunny,evening,London,11
989332,rainy,evening,Paris,10
989333,stormy,afternoon,Sydney,27
989334,snowy,night,New York,16
989335,stormy,evening,London,10
989336,rainy,night,Tokyo,20
989337,sunny,morning,New York,26
989338,snowy,evening,Berlin,23
989339,snowy,night,London,29
989340,rainy,night,Tokyo,13
989341,stormy,night,Tokyo,11
989342,snowy,morning,Tokyo,25
989343,snowy,evening,Tokyo,29
989344,sunny,night,New York,16
989345,cloudy,morning,Sydney,14
989346,rainy,afternoon,Tokyo,29
989347,stormy,morning,Sydney,21
989348,sunny,afternoon,New York,20
989349,windy,morning,New York,13
989350,cloudy,night,Berlin,29
989351,cloudy,afternoon,Berlin,24
989352,stormy,afternoon,Berlin,13
989353,windy,afternoon,Tokyo,17
989354,sunny,afternoon,Paris,17
989355,snowy,evening,Paris,16
989356,snowy,night,Berlin,18
989357,stormy,evening,Paris,23
989358,windy,evening,Paris,21
989359,stormy,afternoon,Sydney,15
989360,sunny,morning,Sydney,12
989361,windy,morning,New York,29
989362,sunny,night,New York,29
989363,stormy,night,London,11
989364,cloudy,afternoon,Sydney,10
989365,sunny,afternoon,London,13
989366,snowy,night,London,22
989367,snowy,evening,New York,15
989368,rainy,evening,New York,19
989369,stormy,afternoon,Sydney,15
989370,rainy,afternoon,Sydney,26
989371,stormy,evening,New York,24
989372,snowy,evening,Sydney,16
989373,cloudy,afternoon,New York,29
989374,rainy,night,Berlin,16
989375,windy,evening,New York,28
989376,cloudy,morning,Paris,29
989377,sunny,night,Sydney,11
989378,stormy,night,London,13
989379,stormy,afternoon,Sydney,10
989380,windy,morning,Paris,26
989381,cloudy,evening,Berlin,21
989382,stormy,morning,London,20
989383,sunny,afternoon,New York,10
989384,stormy,morning,New York,19
989385,windy,morning,Tokyo,22
989386,snowy,evening,Berlin,20
989387,snowy,evening,New York,13
989388,windy,evening,Sydney,27
989389,cloudy,evening,London,13
989390,rainy,evening,New York,21
989391,windy,morning,Sydney,18
989392,snowy,afternoon,Sydney,28
989393,stormy,evening,London,22
989394,rainy,night,Berlin,14
989395,cloudy,night,London,20
989396,sunny,evening,Paris,24
989397,stormy,morning,Tokyo,25
989398,windy,morning,Paris,23
989399,rainy,morning,Paris,20
989400,stormy,evening,Paris,10
989401,windy,evening,Berlin,24
989402,sunny,morning,Sydney,11
989403,snowy,evening,London,13
989404,cloudy,afternoon,London,14
989405,windy,morning,Berlin,15
989406,rainy,afternoon,Tokyo,16
989407,rainy,morning,Paris,24
989408,cloudy,afternoon,New York,13
989409,stormy,evening,Tokyo,10
989410,sunny,morning,Berlin,18
989411,sunny,night,London,16
989412,sunny,morning,Sydney,19
989413,cloudy,evening,Sydney,12
989414,windy,night,Tokyo,10
989415,snowy,evening,New York,16
989416,windy,morning,London,26
989417,sunny,night,London,10
989418,snowy,morning,Berlin,16
989419,stormy,morning,London,14
989420,rainy,evening,Berlin,13
989421,cloudy,night,London,18
989422,sunny,evening,Paris,15
989423,windy,night,Paris,14
989424,sunny,afternoon,Sydney,24
989425,snowy,night,Sydney,16
989426,stormy,morning,Berlin,23
989427,sunny,night,New York,21
989428,windy,morning,Tokyo,18
989429,cloudy,morning,Berlin,18
989430,stormy,evening,Paris,10
989431,snowy,afternoon,Sydney,29
989432,stormy,afternoon,London,10
989433,sunny,afternoon,Sydney,19
989434,sunny,morning,London,19
989435,rainy,evening,Paris,11
989436,windy,morning,New York,22
989437,rainy,evening,Berlin,19
989438,rainy,afternoon,New York,10
989439,snowy,night,Sydney,19
989440,snowy,night,Sydney,11
989441,cloudy,morning,Tokyo,19
989442,windy,night,New York,22
989443,stormy,afternoon,Sydney,23
989444,sunny,afternoon,Paris,17
989445,rainy,morning,Sydney,23
989446,sunny,evening,New York,23
989447,cloudy,evening,Sydney,14
989448,sunny,afternoon,Sydney,18
989449,snowy,evening,Tokyo,17
989450,stormy,evening,New York,21
989451,snowy,night,New York,14
989452,stormy,morning,Berlin,18
989453,rainy,afternoon,New York,19
989454,rainy,evening,Paris,11
989455,snowy,morning,New York,13
989456,snowy,morning,Paris,22
989457,rainy,night,Tokyo,11
989458,sunny,night,New York,17
989459,snowy,morning,Sydney,13
989460,stormy,afternoon,Tokyo,24
989461,cloudy,evening,New York,27
989462,windy,night,Tokyo,20
989463,stormy,night,New York,25
989464,cloudy,night,Berlin,22
989465,snowy,evening,New York,23
989466,cloudy,night,New York,27
989467,stormy,evening,Berlin,24
989468,snowy,evening,Tokyo,20
989469,windy,afternoon,Berlin,10
989470,windy,afternoon,Paris,19
989471,stormy,evening,Berlin,21
989472,windy,evening,London,20
989473,windy,afternoon,Sydney,19
989474,windy,morning,Sydney,23
989475,snowy,morning,Tokyo,19
989476,sunny,evening,Berlin,18
989477,stormy,afternoon,Berlin,29
989478,sunny,evening,Paris,21
989479,sunny,morning,Paris,14
989480,stormy,night,Sydney,14
989481,stormy,afternoon,New York,23
989482,cloudy,morning,Sydney,19
989483,sunny,evening,Tokyo,22
989484,sunny,night,New York,27
989485,snowy,night,Paris,11
989486,snowy,morning,Sydney,16
989487,cloudy,night,Berlin,20
989488,snowy,evening,London,12
989489,stormy,afternoon,Berlin,20
989490,windy,night,London,26
989491,snowy,night,New York,14
989492,snowy,night,New York,17
989493,windy,morning,Sydney,22
989494,rainy,morning,London,14
989495,windy,morning,London,13
989496,rainy,evening,Paris,20
989497,snowy,afternoon,Tokyo,19
989498,sunny,evening,Sydney,20
989499,cloudy,evening,Paris,25
989500,cloudy,evening,New York,19
989501,stormy,morning,Tokyo,21
989502,stormy,night,Paris,21
989503,cloudy,night,Tokyo,22
989504,sunny,evening,London,12
989505,rainy,evening,Paris,27
989506,sunny,afternoon,Paris,10
989507,rainy,afternoon,London,29
989508,cloudy,evening,London,18
989509,snowy,evening,London,17
989510,windy,afternoon,Sydney,17
989511,stormy,night,Paris,19
989512,sunny,night,Berlin,21
989513,snowy,evening,New York,22
989514,windy,morning,Sydney,25
989515,snowy,afternoon,New York,12
989516,sunny,evening,Paris,13
989517,sunny,morning,Berlin,14
989518,cloudy,afternoon,Berlin,25
989519,cloudy,evening,Sydney,28
989520,sunny,afternoon,Berlin,10
989521,sunny,night,Berlin,16
989522,windy,evening,Paris,19
989523,rainy,evening,Tokyo,10
989524,stormy,evening,London,18
989525,rainy,night,New York,17
989526,cloudy,afternoon,Berlin,22
989527,stormy,evening,New York,26
989528,cloudy,afternoon,Berlin,26
989529,rainy,morning,Tokyo,21
989530,rainy,afternoon,Paris,23
989531,cloudy,night,New York,15
989532,rainy,afternoon,Tokyo,12
989533,windy,night,New York,13
989534,cloudy,evening,Paris,23
989535,snowy,evening,Berlin,10
989536,windy,afternoon,Paris,28
989537,sunny,morning,Berlin,17
989538,snowy,afternoon,London,21
989539,stormy,morning,Tokyo,25
989540,stormy,afternoon,London,11
989541,stormy,evening,Sydney,13
989542,sunny,night,London,23
989543,stormy,morning,Tokyo,27
989544,windy,evening,New York,26
989545,stormy,afternoon,Berlin,17
989546,windy,night,New York,19
989547,cloudy,morning,Berlin,28
989548,cloudy,night,New York,20
989549,windy,morning,Paris,18
989550,windy,morning,Berlin,24
989551,snowy,night,Berlin,22
989552,stormy,afternoon,Paris,13
989553,rainy,evening,Tokyo,17
989554,cloudy,night,Berlin,18
989555,snowy,morning,New York,13
989556,windy,night,New York,22
989557,snowy,afternoon,London,21
989558,snowy,night,New York,27
989559,windy,morning,Tokyo,13
989560,rainy,night,Tokyo,16
989561,stormy,evening,Sydney,22
989562,rainy,night,London,20
989563,rainy,evening,London,18
989564,rainy,evening,Berlin,27
989565,snowy,morning,Tokyo,25
989566,sunny,night,London,13
989567,rainy,evening,Paris,28
989568,rainy,morning,Sydney,19
989569,rainy,afternoon,Berlin,20
989570,cloudy,afternoon,London,25
989571,snowy,morning,New York,14
989572,sunny,morning,Berlin,23
989573,stormy,afternoon,Berlin,25
989574,rainy,evening,New York,16
989575,stormy,night,New York,28
989576,snowy,evening,Paris,14
989577,snowy,night,London,28
989578,sunny,night,Tokyo,18
989579,cloudy,afternoon,Sydney,25
989580,stormy,evening,Paris,28
989581,rainy,afternoon,Berlin,12
989582,sunny,afternoon,Paris,18
989583,snowy,night,Sydney,16
989584,cloudy,morning,Sydney,15
989585,stormy,afternoon,Tokyo,12
989586,windy,evening,Sydney,23
989587,rainy,afternoon,Paris,29
989588,rainy,morning,Sydney,27
989589,rainy,afternoon,Sydney,29
989590,windy,evening,New York,26
989591,sunny,evening,Berlin,10
989592,stormy,afternoon,London,28
989593,stormy,evening,New York,16
989594,cloudy,morning,New York,10
989595,windy,morning,Berlin,26
989596,stormy,evening,London,23
989597,stormy,morning,New York,15
989598,rainy,night,New York,28
989599,cloudy,afternoon,Sydney,15
989600,sunny,night,Sydney,24
989601,windy,evening,Sydney,18
989602,snowy,evening,Sydney,29
989603,windy,morning,New York,23
989604,snowy,evening,Berlin,16
989605,sunny,night,Tokyo,11
989606,rainy,afternoon,Sydney,20
989607,rainy,afternoon,Paris,17
989608,snowy,night,Tokyo,12
989609,stormy,morning,Berlin,26
989610,sunny,evening,Tokyo,29
989611,sunny,evening,Paris,25
989612,stormy,night,Berlin,10
989613,windy,afternoon,Berlin,13
989614,snowy,morning,Sydney,28
989615,snowy,evening,London,23
989616,rainy,afternoon,Tokyo,12
989617,stormy,morning,Berlin,11
989618,sunny,afternoon,Berlin,25
989619,sunny,night,Berlin,13
989620,snowy,morning,Tokyo,20
989621,snowy,night,London,24
989622,snowy,morning,New York,14
989623,cloudy,evening,Sydney,23
989624,stormy,evening,Berlin,11
989625,cloudy,evening,Tokyo,17
989626,sunny,afternoon,Tokyo,24
989627,rainy,morning,London,17
989628,rainy,afternoon,London,23
989629,stormy,morning,London,11
989630,windy,morning,Berlin,17
989631,snowy,afternoon,Berlin,15
989632,sunny,afternoon,Berlin,28
989633,sunny,evening,Berlin,10
989634,stormy,evening,Sydney,24
989635,snowy,afternoon,Berlin,29
989636,stormy,afternoon,London,25
989637,stormy,afternoon,Tokyo,12
989638,sunny,evening,London,14
989639,rainy,afternoon,Tokyo,12
989640,sunny,evening,New York,26
989641,cloudy,afternoon,Paris,19
989642,cloudy,evening,Tokyo,11
989643,stormy,night,Sydney,27
989644,rainy,evening,London,22
989645,cloudy,morning,London,10
989646,stormy,afternoon,Berlin,15
989647,stormy,afternoon,Paris,28
989648,windy,night,New York,12
989649,stormy,night,New York,18
989650,sunny,morning,Tokyo,11
989651,cloudy,morning,Tokyo,24
989652,sunny,night,Berlin,19
989653,sunny,morning,London,23
989654,stormy,evening,London,11
989655,sunny,night,London,22
989656,cloudy,night,Sydney,27
989657,cloudy,afternoon,Berlin,24
989658,rainy,afternoon,Tokyo,29
989659,stormy,morning,Paris,12
989660,rainy,evening,Sydney,12
989661,snowy,morning,Paris,20
989662,rainy,afternoon,London,17
989663,snowy,evening,New York,15
989664,rainy,evening,New York,12
989665,windy,morning,Paris,11
989666,rainy,afternoon,Sydney,22
989667,rainy,night,New York,28
989668,rainy,morning,Berlin,16
989669,windy,morning,London,26
989670,sunny,night,Paris,13
989671,windy,morning,London,28
989672,sunny,afternoon,London,22
989673,sunny,evening,Sydney,26
989674,cloudy,morning,Sydney,22
989675,sunny,afternoon,New York,14
989676,rainy,night,Berlin,20
989677,rainy,afternoon,Tokyo,25
989678,stormy,night,Tokyo,13
989679,sunny,morning,Paris,23
989680,rainy,afternoon,London,24
989681,stormy,afternoon,Paris,23
989682,rainy,morning,Sydney,16
989683,stormy,afternoon,New York,22
989684,cloudy,evening,Paris,17
989685,stormy,evening,New York,22
989686,sunny,afternoon,Paris,24
989687,sunny,evening,Sydney,29
989688,snowy,morning,London,19
989689,stormy,night,Tokyo,17
989690,cloudy,morning,New York,28
989691,stormy,morning,Tokyo,17
989692,stormy,night,Sydney,18
989693,rainy,morning,New York,15
989694,cloudy,evening,London,18
989695,snowy,night,Paris,22
989696,rainy,evening,London,18
989697,stormy,night,Tokyo,29
989698,cloudy,evening,New York,12
989699,sunny,night,Sydney,12
989700,sunny,afternoon,Sydney,12
989701,sunny,afternoon,London,26
989702,rainy,night,Berlin,25
989703,rainy,night,Sydney,28
989704,snowy,evening,Sydney,20
989705,snowy,afternoon,London,20
989706,snowy,morning,Sydney,14
989707,sunny,evening,Berlin,14
989708,snowy,morning,Tokyo,25
989709,stormy,evening,Berlin,27
989710,stormy,afternoon,Tokyo,28
989711,rainy,evening,London,27
989712,snowy,morning,New York,16
989713,snowy,night,Sydney,17
989714,snowy,night,Paris,21
989715,cloudy,afternoon,Paris,16
989716,cloudy,afternoon,Berlin,27
989717,stormy,afternoon,Berlin,16
989718,rainy,morning,London,14
989719,snowy,morning,Sydney,26
989720,stormy,evening,London,25
989721,stormy,night,Paris,21
989722,rainy,morning,New York,25
989723,sunny,morning,Paris,24
989724,stormy,evening,London,27
989725,snowy,morning,Sydney,25
989726,cloudy,night,Sydney,26
989727,sunny,night,Tokyo,19
989728,snowy,morning,Berlin,19
989729,windy,evening,Sydney,13
989730,cloudy,afternoon,New York,23
989731,cloudy,afternoon,New York,21
989732,rainy,morning,London,11
989733,cloudy,morning,New York,24
989734,rainy,afternoon,New York,17
989735,windy,night,New York,14
989736,windy,evening,Berlin,12
989737,sunny,night,Tokyo,24
989738,sunny,night,New York,11
989739,rainy,night,Tokyo,14
989740,sunny,afternoon,Tokyo,24
989741,stormy,afternoon,Tokyo,23
989742,sunny,night,Berlin,28
989743,stormy,night,Tokyo,18
989744,stormy,morning,Berlin,14
989745,cloudy,afternoon,London,29
989746,stormy,night,Sydney,28
989747,snowy,evening,New York,16
989748,sunny,night,New York,19
989749,stormy,afternoon,Tokyo,14
989750,rainy,evening,Paris,20
989751,cloudy,afternoon,Sydney,26
989752,sunny,morning,Tokyo,13
989753,sunny,morning,New York,19
989754,snowy,evening,New York,10
989755,cloudy,night,London,28
989756,cloudy,morning,Sydney,28
989757,sunny,afternoon,Paris,24
989758,rainy,afternoon,Sydney,13
989759,sunny,evening,Tokyo,11
989760,windy,evening,London,28
989761,windy,evening,Paris,28
989762,stormy,night,New York,13
989763,stormy,afternoon,Paris,26
989764,rainy,evening,Sydney,28
989765,windy,night,Tokyo,12
989766,windy,night,Tokyo,11
989767,snowy,night,Berlin,22
989768,cloudy,night,Berlin,11
989769,snowy,night,Berlin,11
989770,stormy,morning,Sydney,22
989771,windy,night,Tokyo,14
989772,snowy,evening,Sydney,11
989773,cloudy,night,Paris,27
989774,sunny,evening,Tokyo,17
989775,snowy,evening,Sydney,17
989776,stormy,afternoon,Tokyo,15
989777,rainy,afternoon,Berlin,29
989778,snowy,afternoon,Tokyo,18
989779,snowy,night,Tokyo,19
989780,windy,morning,London,23
989781,sunny,evening,New York,23
989782,stormy,evening,Sydney,24
989783,snowy,morning,Tokyo,10
989784,cloudy,evening,Tokyo,18
989785,stormy,night,Sydney,24
989786,snowy,afternoon,Sydney,27
989787,windy,afternoon,New York,29
989788,rainy,morning,London,17
989789,sunny,afternoon,London,27
989790,sunny,afternoon,Paris,27
989791,sunny,afternoon,Tokyo,15
989792,windy,afternoon,Paris,24
989793,rainy,night,Tokyo,15
989794,windy,evening,Paris,14
989795,snowy,night,New York,29
989796,cloudy,night,London,20
989797,rainy,evening,Sydney,11
989798,rainy,evening,New York,17
989799,snowy,afternoon,Tokyo,23
989800,cloudy,afternoon,Paris,29
989801,windy,afternoon,Tokyo,18
989802,stormy,morning,Sydney,11
989803,cloudy,night,Tokyo,13
989804,windy,afternoon,Sydney,10
989805,stormy,night,Berlin,21
989806,cloudy,night,London,22
989807,windy,morning,New York,26
989808,windy,night,New York,20
989809,windy,afternoon,Sydney,24
989810,stormy,night,Sydney,17
989811,rainy,night,Sydney,29
989812,windy,night,Tokyo,13
989813,rainy,evening,Tokyo,20
989814,stormy,night,New York,20
989815,sunny,morning,New York,28
989816,rainy,morning,Berlin,10
989817,cloudy,morning,Berlin,14
989818,rainy,night,Tokyo,21
989819,windy,afternoon,Sydney,11
989820,sunny,afternoon,Sydney,17
989821,rainy,morning,Paris,15
989822,rainy,afternoon,Berlin,29
989823,rainy,morning,London,19
989824,cloudy,night,New York,17
989825,snowy,morning,Sydney,22
